term	pos	category	emotion
hapless	ADJ	Sadness	Negative
pitiable	ADJ	Sadness	Negative
poor	ADJ	Sadness	Negative
misfortunate	ADJ	Sadness	Negative
pathetic	ADJ	Sadness	Negative
pitiful	ADJ	Sadness	Negative
piteous	ADJ	Sadness	Negative
dolour	NOUN	Sadness	Negative
dolor	NOUN	Sadness	Negative
depression	NOUN	Sadness	Negative
gloomy	ADJ	Sadness	Negative
depressing	ADJ	Sadness	Negative
depressive	ADJ	Sadness	Negative
saddening	ADJ	Sadness	Negative
deject	VERB	Sadness	Negative
demoralize	VERB	Sadness	Negative
dismay	VERB	Sadness	Negative
depress	VERB	Sadness	Negative
dispirit	VERB	Sadness	Negative
grievous	ADJ	Sadness	Negative
heartbreaking	ADJ	Sadness	Negative
heartrending	ADJ	Sadness	Negative
grievously	ADV	Sadness	Negative
grief-stricken	ADJ	Sadness	Negative
bereaved	ADJ	Sadness	Negative
mourning	ADJ	Sadness	Negative
grieving	ADJ	Sadness	Negative
bereft	ADJ	Sadness	Negative
sorrowing	ADJ	Sadness	Negative
sorrow	VERB	Sadness	Negative
grieve	VERB	Sadness	Negative
aggrieve	VERB	Sadness	Negative
heartache	NOUN	Sadness	Negative
brokenheartedness	NOUN	Sadness	Negative
grief	NOUN	Sadness	Negative
heartbreak	NOUN	Sadness	Negative
woeful	ADJ	Sadness	Negative
execrable	ADJ	Sadness	Negative
deplorable	ADJ	Sadness	Negative
woefulness	NOUN	Sadness	Negative
woe	NOUN	Sadness	Negative
woebegone	ADJ	Sadness	Negative
dolefulness	NOUN	Sadness	Negative
dolefully	ADV	Sadness	Negative
sorrowfully	ADV	Sadness	Negative
helplessness	NOUN	Sadness	Negative
cheerless	ADJ	Sadness	Negative
uncheerful	ADJ	Sadness	Negative
cheerlessly	ADV	Sadness	Negative
cheerlessness	NOUN	Sadness	Negative
uncheerfulness	NOUN	Sadness	Negative
melancholy	NOUN	Sadness	Negative
melancholy	ADJ	Sadness	Negative
melancholic	ADJ	Sadness	Negative
gloom	NOUN	Sadness	Negative
somberness	NOUN	Sadness	Negative
gloominess	NOUN	Sadness	Negative
dark	ADJ	Sadness	Negative
disconsolate	ADJ	Sadness	Negative
dispiriting	ADJ	Sadness	Negative
grim	ADJ	Sadness	Negative
dismal	ADJ	Sadness	Negative
gloomily	ADV	Sadness	Negative
glooming	ADJ	Sadness	Negative
gloomful	ADJ	Sadness	Negative
dingy	ADJ	Sadness	Negative
drab	ADJ	Sadness	Negative
drear	ADJ	Sadness	Negative
dreary	ADJ	Sadness	Negative
glum	ADJ	Sadness	Negative
long-faced	ADJ	Sadness	Negative
self-pity	NOUN	Sadness	Negative
sorrow	NOUN	Sadness	Negative
bad	ADJ	Sadness	Negative
pitying	ADJ	Sadness	Negative
sorrowful	ADJ	Sadness	Negative
guilt	NOUN	Sadness	Negative
hangdog	ADJ	Sadness	Negative
guilty	ADJ	Sadness	Negative
shamefaced	ADJ	Sadness	Negative
shamed	ADJ	Sadness	Negative
weight	NOUN	Sadness	Negative
plaintiveness	NOUN	Sadness	Negative
plaintively	ADV	Sadness	Negative
disheartening	ADJ	Sadness	Negative
demoralising	ADJ	Sadness	Negative
demoralizing	ADJ	Sadness	Negative
demoralization	NOUN	Sadness	Negative
discouraged	ADJ	Sadness	Negative
demoralized	ADJ	Sadness	Negative
disheartened	ADJ	Sadness	Negative
regret	NOUN	Sadness	Negative
ruefulness	NOUN	Sadness	Negative
regretful	ADJ	Sadness	Negative
animosity	NOUN	Dislike	Negative
animus	NOUN	Dislike	Negative
dislikable	ADJ	Dislike	Negative
dislike	VERB	Dislike	Negative
dislike	NOUN	Dislike	Negative
irascibility	NOUN	Dislike	Negative
spleen	NOUN	Dislike	Negative
choleric	ADJ	Dislike	Negative
irascible	ADJ	Dislike	Negative
resentfully	ADV	Dislike	Negative
rancor	NOUN	Dislike	Negative
rancour	NOUN	Dislike	Negative
resentment	NOUN	Dislike	Negative
gall	NOUN	Dislike	Negative
bitterness	NOUN	Dislike	Negative
resentful	ADJ	Dislike	Negative
green-eyed	ADJ	Dislike	Negative
jealous	ADJ	Dislike	Negative
overjealous	ADJ	Dislike	Negative
envious	ADJ	Dislike	Negative
covetous	ADJ	Dislike	Negative
jealously	ADV	Dislike	Negative
jealousy	NOUN	Dislike	Negative
enviously	ADV	Dislike	Negative
covetously	ADV	Dislike	Negative
separated	ADJ	Dislike	Negative
detached	ADJ	Dislike	Negative
set-apart	ADJ	Dislike	Negative
isolated	ADJ	Dislike	Negative
isolation	NOUN	Dislike	Negative
angry	ADJ	Dislike	Negative
anger	VERB	Dislike	Negative
angrily	ADV	Dislike	Negative
anger	NOUN	Dislike	Negative
ire	NOUN	Dislike	Negative
choler	NOUN	Dislike	Negative
maddened	ADJ	Dislike	Negative
infuriated	ADJ	Dislike	Negative
enraged	ADJ	Dislike	Negative
furious	ADJ	Dislike	Negative
angered	ADJ	Dislike	Negative
displease	VERB	Dislike	Negative
displeased	ADJ	Dislike	Negative
displeasingly	ADV	Dislike	Negative
displeasing	ADJ	Dislike	Negative
displeasure	NOUN	Dislike	Negative
lividly	ADV	Dislike	Negative
lividity	NOUN	Dislike	Negative
livid	ADJ	Dislike	Negative
dander	NOUN	Dislike	Negative
hackles	NOUN	Dislike	Negative
hostile	ADJ	Dislike	Negative
hostility	NOUN	Dislike	Negative
enmity	NOUN	Dislike	Negative
hostilely	ADV	Dislike	Negative
belligerently	ADV	Dislike	Negative
torment	NOUN	Dislike	Negative
harassment	NOUN	Dislike	Negative
harass	VERB	Dislike	Negative
oppress	VERB	Dislike	Negative
persecute	VERB	Dislike	Negative
dudgeon	NOUN	Dislike	Negative
repulsively	ADV	Dislike	Negative
abominably	ADV	Dislike	Negative
detestably	ADV	Dislike	Negative
odiously	ADV	Dislike	Negative
detestable	ADJ	Dislike	Negative
repulsive	ADJ	Dislike	Negative
repugnant	ADJ	Dislike	Negative
obscene	ADJ	Dislike	Negative
abhorrent	ADJ	Dislike	Negative
hideous	ADJ	Dislike	Negative
horrid	ADJ	Dislike	Negative
horrific	ADJ	Dislike	Negative
outrageous	ADJ	Dislike	Negative
repulse	VERB	Dislike	Negative
repel	VERB	Dislike	Negative
repulsion	NOUN	Dislike	Negative
horror	NOUN	Dislike	Negative
revulsion	NOUN	Dislike	Negative
repugnance	NOUN	Dislike	Negative
revolt	VERB	Dislike	Negative
disgust	VERB	Dislike	Negative
estrange	VERB	Dislike	Negative
alienate	VERB	Dislike	Negative
disaffect	VERB	Dislike	Negative
alien	VERB	Dislike	Negative
estranged	ADJ	Dislike	Negative
alienated	ADJ	Dislike	Negative
disaffection	NOUN	Dislike	Negative
alienation	NOUN	Dislike	Negative
estrangement	NOUN	Dislike	Negative
disoriented	ADJ	Dislike	Negative
anomic	ADJ	Dislike	Negative
misology	NOUN	Dislike	Negative
misoneism	NOUN	Dislike	Negative
heartburning	NOUN	Dislike	Negative
sulk	VERB	Dislike	Negative
brood	VERB	Dislike	Negative
pout	VERB	Dislike	Negative
sulkiness	NOUN	Dislike	Negative
huffishness	NOUN	Dislike	Negative
sulky	ADJ	Dislike	Negative
huffish	ADJ	Dislike	Negative
stew	VERB	Dislike	Negative
grizzle	VERB	Dislike	Negative
malevolence	NOUN	Dislike	Negative
malignity	NOUN	Dislike	Negative
malevolently	ADV	Dislike	Negative
malevolent	ADJ	Dislike	Negative
malicious	ADJ	Dislike	Negative
maliciously	ADV	Dislike	Negative
venom	NOUN	Dislike	Negative
spite	NOUN	Dislike	Negative
spitefulness	NOUN	Dislike	Negative
malice	NOUN	Dislike	Negative
maliciousness	NOUN	Dislike	Negative
warpath	NOUN	Dislike	Negative
hatefully	ADV	Dislike	Negative
hateful	ADJ	Dislike	Negative
hatred	NOUN	Dislike	Negative
hate	NOUN	Dislike	Negative
detest	VERB	Dislike	Negative
hate	VERB	Dislike	Negative
wrath	NOUN	Dislike	Negative
wrathful	ADJ	Dislike	Negative
wroth	ADJ	Dislike	Negative
wrothful	ADJ	Dislike	Negative
wrathfully	ADV	Dislike	Negative
huffily	ADV	Dislike	Negative
sore	ADJ	Dislike	Negative
mad	ADJ	Dislike	Negative
huffy	ADJ	Dislike	Negative
huffiness	NOUN	Dislike	Negative
afraid	ADJ	Dislike	Negative
antipathy	NOUN	Dislike	Negative
aversion	NOUN	Dislike	Negative
distaste	NOUN	Dislike	Negative
misanthropic	ADJ	Dislike	Negative
misanthropical	ADJ	Dislike	Negative
misanthropy	NOUN	Dislike	Negative
scene	NOUN	Dislike	Negative
tantrum	NOUN	Dislike	Negative
fit	NOUN	Dislike	Negative
loathing	NOUN	Dislike	Negative
abhorrence	NOUN	Dislike	Negative
abomination	NOUN	Dislike	Negative
execration	NOUN	Dislike	Negative
detestation	NOUN	Dislike	Negative
odium	NOUN	Dislike	Negative
loathe	VERB	Dislike	Negative
abominate	VERB	Dislike	Negative
execrate	VERB	Dislike	Negative
abhor	VERB	Dislike	Negative
aggressiveness	NOUN	Dislike	Negative
aggression	NOUN	Dislike	Negative
enviably	ADV	Dislike	Negative
envy	VERB	Dislike	Negative
begrudge	VERB	Dislike	Negative
enviousness	NOUN	Dislike	Negative
envy	NOUN	Dislike	Negative
enviable	ADJ	Dislike	Negative
grudging	ADJ	Dislike	Negative
begrudging	ADJ	Dislike	Negative
disinclined	ADJ	Dislike	Negative
indispose	VERB	Dislike	Negative
disincline	VERB	Dislike	Negative
disinclination	NOUN	Dislike	Negative
misogamy	NOUN	Dislike	Negative
queasy	ADJ	Dislike	Negative
sick	ADJ	Dislike	Negative
nauseated	ADJ	Dislike	Negative
sickish	ADJ	Dislike	Negative
sicken	VERB	Dislike	Negative
nauseate	VERB	Dislike	Negative
noisome	ADJ	Dislike	Negative
nauseating	ADJ	Dislike	Negative
nauseous	ADJ	Dislike	Negative
loathsome	ADJ	Dislike	Negative
sickening	ADJ	Dislike	Negative
offensive	ADJ	Dislike	Negative
vile	ADJ	Dislike	Negative
nausea	NOUN	Dislike	Negative
misogynism	NOUN	Dislike	Negative
misogyny	NOUN	Dislike	Negative
misogynic	ADJ	Dislike	Negative
belligerent	ADJ	Dislike	Negative
aggressive	ADJ	Dislike	Negative
belligerency	NOUN	Dislike	Negative
belligerence	NOUN	Dislike	Negative
annoyance	NOUN	Dislike	Negative
chafe	NOUN	Dislike	Negative
vexation	NOUN	Dislike	Negative
annoyed	ADJ	Dislike	Negative
pestered	ADJ	Dislike	Negative
vexed	ADJ	Dislike	Negative
harassed	ADJ	Dislike	Negative
harried	ADJ	Dislike	Negative
rag	VERB	Dislike	Negative
nettle	VERB	Dislike	Negative
devil	VERB	Dislike	Negative
nark	VERB	Dislike	Negative
annoy	VERB	Dislike	Negative
irritate	VERB	Dislike	Negative
vex	VERB	Dislike	Negative
rile	VERB	Dislike	Negative
gravel	VERB	Dislike	Negative
bother	VERB	Dislike	Negative
pissed	ADJ	Dislike	Negative
roiled	ADJ	Dislike	Negative
riled	ADJ	Dislike	Negative
irritated	ADJ	Dislike	Negative
peeved	ADJ	Dislike	Negative
stung	ADJ	Dislike	Negative
nettled	ADJ	Dislike	Negative
teasing	ADJ	Dislike	Negative
galling	ADJ	Dislike	Negative
annoying	ADJ	Dislike	Negative
vexatious	ADJ	Dislike	Negative
plaguy	ADJ	Dislike	Negative
nettlesome	ADJ	Dislike	Negative
pestering	ADJ	Dislike	Negative
pesky	ADJ	Dislike	Negative
irritating	ADJ	Dislike	Negative
bothersome	ADJ	Dislike	Negative
pestiferous	ADJ	Dislike	Negative
vexing	ADJ	Dislike	Negative
plaguey	ADJ	Dislike	Negative
exasperate	VERB	Dislike	Negative
aggravate	VERB	Dislike	Negative
exacerbate	VERB	Dislike	Negative
exasperation	NOUN	Dislike	Negative
aggravation	NOUN	Dislike	Negative
provoked	ADJ	Dislike	Negative
aggravated	ADJ	Dislike	Negative
disgusted	ADJ	Dislike	Negative
yucky	ADJ	Dislike	Negative
disgusting	ADJ	Dislike	Negative
foul	ADJ	Dislike	Negative
loathly	ADJ	Dislike	Negative
repellant	ADJ	Dislike	Negative
distasteful	ADJ	Dislike	Negative
repellent	ADJ	Dislike	Negative
revolting	ADJ	Dislike	Negative
wicked	ADJ	Dislike	Negative
disgustful	ADJ	Dislike	Negative
disgustedly	ADV	Dislike	Negative
disgustingly	ADV	Dislike	Negative
revoltingly	ADV	Dislike	Negative
sickeningly	ADV	Dislike	Negative
distastefully	ADV	Dislike	Negative
disgust	NOUN	Dislike	Negative
grasping	ADJ	Dislike	Negative
avaricious	ADJ	Dislike	Negative
prehensile	ADJ	Dislike	Negative
greedy	ADJ	Dislike	Negative
grabby	ADJ	Dislike	Negative
covetousness	NOUN	Dislike	Negative
covet	VERB	Dislike	Negative
vindictiveness	NOUN	Dislike	Negative
vengefulness	NOUN	Dislike	Negative
vindictive	ADJ	Dislike	Negative
despiteful	ADJ	Dislike	Negative
spiteful	ADJ	Dislike	Negative
vindictively	ADV	Dislike	Negative
revengefully	ADV	Dislike	Negative
vengefully	ADV	Dislike	Negative
offend	VERB	Dislike	Negative
pique	VERB	Dislike	Negative
pique	NOUN	Dislike	Negative
temper	NOUN	Dislike	Negative
irritation	NOUN	Dislike	Negative
incensed	ADJ	Dislike	Negative
indignant	ADJ	Dislike	Negative
outraged	ADJ	Dislike	Negative
umbrageous	ADJ	Dislike	Negative
offense	NOUN	Dislike	Negative
umbrage	NOUN	Dislike	Negative
maddening	ADJ	Dislike	Negative
exasperating	ADJ	Dislike	Negative
infuriating	ADJ	Dislike	Negative
incense	VERB	Dislike	Negative
outrage	VERB	Dislike	Negative
enfuriate	VERB	Dislike	Negative
infuriate	VERB	Dislike	Negative
furiously	ADV	Dislike	Negative
fury	NOUN	Dislike	Negative
rage	NOUN	Dislike	Negative
madness	NOUN	Dislike	Negative
frustration	NOUN	Dislike	Negative
discouraged	ADJ	Dislike	Negative
baffled	ADJ	Dislike	Negative
balked	ADJ	Dislike	Negative
frustrated	ADJ	Dislike	Negative
torment	VERB	Dislike	Negative
bedevil	VERB	Dislike	Negative
frustrate	VERB	Dislike	Negative
crucify	VERB	Dislike	Negative
dun	VERB	Dislike	Negative
tantalize	VERB	Dislike	Negative
frustrating	ADJ	Dislike	Negative
misopedia	NOUN	Dislike	Negative
enragement	NOUN	Dislike	Negative
infuriation	NOUN	Dislike	Negative
outrage	NOUN	Dislike	Negative
indignation	NOUN	Dislike	Negative
indignantly	ADV	Dislike	Negative
murderousness	NOUN	Dislike	Negative
amok	ADV	Dislike	Negative
murderously	ADV	Dislike	Negative
amuck	ADV	Dislike	Negative
scorn	VERB	Dislike	Negative
despise	VERB	Dislike	Negative
contemn	VERB	Dislike	Negative
disdain	VERB	Dislike	Negative
scorn	NOUN	Dislike	Negative
disdain	NOUN	Dislike	Negative
contempt	NOUN	Dislike	Negative
antagonism	NOUN	Dislike	Negative
misocainea	NOUN	Dislike	Negative
inimical	ADJ	Dislike	Negative
unfriendly	ADJ	Dislike	Negative
unfriendliness	NOUN	Dislike	Negative
grudge	VERB	Dislike	Negative
grievance	NOUN	Dislike	Negative
score	NOUN	Dislike	Negative
grudge	NOUN	Dislike	Negative
disapproving	ADJ	Dislike	Negative
reject	VERB	Dislike	Negative
disapprove	VERB	Dislike	Negative
disapproval	NOUN	Dislike	Negative
discouraging	ADJ	Dislike	Negative
despisal	NOUN	Dislike	Negative
despising	NOUN	Dislike	Negative
maleficence	NOUN	Dislike	Negative
evil	ADJ	Dislike	Negative
malefic	ADJ	Dislike	Negative
malign	ADJ	Dislike	Negative
ungratefulness	NOUN	Ingratitude	Negative
ingratitude	NOUN	Ingratitude	Negative
bashfulness	NOUN	Shame	Negative
abashment	NOUN	Shame	Negative
self-conscious	ADJ	Shame	Negative
self-consciously	ADV	Shame	Negative
self-consciousness	NOUN	Shame	Negative
uncomfortableness	NOUN	Shame	Negative
uneasiness	NOUN	Shame	Negative
disconcertion	NOUN	Shame	Negative
discomfiture	NOUN	Shame	Negative
discomposure	NOUN	Shame	Negative
disconcertment	NOUN	Shame	Negative
embarrassed	ADJ	Shame	Negative
discomfited	ADJ	Shame	Negative
upset	VERB	Shame	Negative
disconcert	VERB	Shame	Negative
untune	VERB	Shame	Negative
discompose	VERB	Shame	Negative
discomfit	VERB	Shame	Negative
mortification	NOUN	Shame	Negative
chagrin	NOUN	Shame	Negative
humiliation	NOUN	Shame	Negative
mortify	VERB	Shame	Negative
humble	VERB	Shame	Negative
abase	VERB	Shame	Negative
humiliate	VERB	Shame	Negative
chagrin	VERB	Shame	Negative
abashed	ADJ	Shame	Negative
chagrined	ADJ	Shame	Negative
shamefacedness	NOUN	Shame	Negative
sheepishness	NOUN	Shame	Negative
hangdog	ADJ	Shame	Negative
guilty	ADJ	Shame	Negative
shamefaced	ADJ	Shame	Negative
shamed	ADJ	Shame	Negative
sheepish	ADJ	Shame	Negative
shamefacedly	ADV	Shame	Negative
consternate	VERB	Shame	Negative
flurry	VERB	Shame	Negative
confuse	VERB	Shame	Negative
confusedly	ADV	Shame	Negative
discombobulation	NOUN	Shame	Negative
confusion	NOUN	Shame	Negative
disordered	ADJ	Shame	Negative
upset	ADJ	Shame	Negative
confused	ADJ	Shame	Negative
broken	ADJ	Shame	Negative
confusing	ADJ	Shame	Negative
self-hatred	NOUN	Shame	Negative
self-disgust	NOUN	Shame	Negative
conscience	NOUN	Shame	Negative
embarrassingly	ADV	Shame	Negative
mortified	ADJ	Shame	Negative
humiliated	ADJ	Shame	Negative
sticky	ADJ	Shame	Negative
unenviable	ADJ	Shame	Negative
embarrassing	ADJ	Shame	Negative
awkward	ADJ	Shame	Negative
embarrassment	NOUN	Shame	Negative
mortifying	ADJ	Shame	Negative
abash	VERB	Shame	Negative
embarrass	VERB	Shame	Negative
shame	VERB	Shame	Negative
black	ADJ	Shame	Negative
disgraceful	ADJ	Shame	Negative
opprobrious	ADJ	Shame	Negative
ignominious	ADJ	Shame	Negative
shameful	ADJ	Shame	Negative
inglorious	ADJ	Shame	Negative
scandalous	ADJ	Shame	Negative
shocking	ADJ	Shame	Negative
dishonourably	ADV	Shame	Negative
shamefully	ADV	Shame	Negative
disgracefully	ADV	Shame	Negative
dishonorably	ADV	Shame	Negative
ignominiously	ADV	Shame	Negative
ingloriously	ADV	Shame	Negative
discreditably	ADV	Shame	Negative
shame	NOUN	Shame	Negative
ashamed	ADJ	Shame	Negative
dishonored	ADJ	Shame	Negative
disgraced	ADJ	Shame	Negative
discredited	ADJ	Shame	Negative
forgiveness	NOUN	Compassion	Negative
excusable	ADJ	Compassion	Negative
forgivable	ADJ	Compassion	Negative
venial	ADJ	Compassion	Negative
forgive	VERB	Compassion	Negative
merciful	ADJ	Compassion	Negative
mercifulness	NOUN	Compassion	Negative
mercy	NOUN	Compassion	Negative
mercifully	ADV	Compassion	Negative
pathos	NOUN	Compassion	Negative
commiseration	NOUN	Compassion	Negative
ruth	NOUN	Compassion	Negative
pity	NOUN	Compassion	Negative
sympathize	VERB	Compassion	Negative
commiserate	VERB	Compassion	Negative
compassionate	VERB	Compassion	Negative
pity	VERB	Compassion	Negative
compassionateness	NOUN	Compassion	Negative
compassion	NOUN	Compassion	Negative
compassionate	ADJ	Compassion	Negative
tenderheartedness	NOUN	Compassion	Negative
tenderness	NOUN	Compassion	Negative
lovesome	ADJ	Compassion	Negative
caring	ADJ	Compassion	Negative
tender	ADJ	Compassion	Negative
warm	ADJ	Compassion	Negative
fond	ADJ	Compassion	Negative
affectionate	ADJ	Compassion	Negative
tenderly	ADV	Compassion	Negative
self-deprecating	ADJ	Humility	Negative
self-depreciation	NOUN	Humility	Negative
meekness	NOUN	Humility	Negative
humbling	ADJ	Humility	Negative
demeaning	ADJ	Humility	Negative
humiliating	ADJ	Humility	Negative
mortifying	ADJ	Humility	Negative
embarrassed	ADJ	Humility	Negative
mortified	ADJ	Humility	Negative
humiliated	ADJ	Humility	Negative
humiliatingly	ADV	Humility	Negative
demeaningly	ADV	Humility	Negative
humility	NOUN	Humility	Negative
humbleness	NOUN	Humility	Negative
mortify	VERB	Humility	Negative
humble	VERB	Humility	Negative
abase	VERB	Humility	Negative
humiliate	VERB	Humility	Negative
chagrin	VERB	Humility	Negative
intimidation	NOUN	Despair	Negative
pessimistic	ADJ	Despair	Negative
pessimism	NOUN	Despair	Negative
pessimistically	ADV	Despair	Negative
discomfited	ADJ	Despair	Negative
foiled	ADJ	Despair	Negative
disappointed	ADJ	Despair	Negative
thwarted	ADJ	Despair	Negative
frustrated	ADJ	Despair	Negative
defeated	ADJ	Despair	Negative
defeatism	NOUN	Despair	Negative
defeat	VERB	Despair	Negative
overcome	VERB	Despair	Negative
misanthropic	ADJ	Despair	Negative
misanthropical	ADJ	Despair	Negative
cynical	ADJ	Despair	Negative
cynicism	NOUN	Despair	Negative
despair	VERB	Despair	Negative
desperate	ADJ	Despair	Negative
despairing	ADJ	Despair	Negative
despairingly	ADV	Despair	Negative
despondently	ADV	Despair	Negative
despair	NOUN	Despair	Negative
hopelessness	NOUN	Despair	Negative
hopelessly	ADV	Despair	Negative
dispiritedly	ADV	Despair	Negative
hopeless	ADJ	Despair	Negative
abject	ADJ	Despair	Negative
resigned	ADJ	Despair	Negative
unhopeful	ADJ	Despair	Negative
resignedly	ADV	Despair	Negative
abjectly	ADV	Despair	Negative
surrender	NOUN	Despair	Negative
resignation	NOUN	Despair	Negative
resign	VERB	Despair	Negative
submit	VERB	Despair	Negative
reconcile	VERB	Despair	Negative
disheartenment	NOUN	Despair	Negative
dismay	NOUN	Despair	Negative
discouragement	NOUN	Despair	Negative
discouraged	ADJ	Despair	Negative
baffled	ADJ	Despair	Negative
balked	ADJ	Despair	Negative
discourage	VERB	Despair	Negative
discouraging	ADJ	Despair	Negative
demoralized	ADJ	Despair	Negative
disheartened	ADJ	Despair	Negative
fidgetiness	NOUN	Anxiety	Negative
fidget	NOUN	Anxiety	Negative
restlessness	NOUN	Anxiety	Negative
itchy	ADJ	Anxiety	Negative
restless	ADJ	Anxiety	Negative
fretful	ADJ	Anxiety	Negative
fidgety	ADJ	Anxiety	Negative
solicitous	ADJ	Anxiety	Negative
solicitously	ADV	Anxiety	Negative
solicitude	NOUN	Anxiety	Negative
solicitousness	NOUN	Anxiety	Negative
jittery	ADJ	Anxiety	Negative
nervy	ADJ	Anxiety	Negative
uptight	ADJ	Anxiety	Negative
jumpy	ADJ	Anxiety	Negative
edgy	ADJ	Anxiety	Negative
high-strung	ADJ	Anxiety	Negative
nervous	ADJ	Anxiety	Negative
overstrung	ADJ	Anxiety	Negative
restive	ADJ	Anxiety	Negative
inquietude	NOUN	Anxiety	Negative
disquietude	NOUN	Anxiety	Negative
uneasiness	NOUN	Anxiety	Negative
edginess	NOUN	Anxiety	Negative
jitteriness	NOUN	Anxiety	Negative
nervousness	NOUN	Anxiety	Negative
restiveness	NOUN	Anxiety	Negative
jumpiness	NOUN	Anxiety	Negative
sinking	NOUN	Anxiety	Negative
qualm	NOUN	Anxiety	Negative
scruple	NOUN	Anxiety	Negative
misgiving	NOUN	Anxiety	Negative
impatience	NOUN	Anxiety	Negative
impatiently	ADV	Anxiety	Negative
raring	ADJ	Anxiety	Negative
impatient	ADJ	Anxiety	Negative
afraid	ADJ	Anxiety	Negative
dysphoric	ADJ	Anxiety	Negative
unhappy	ADJ	Anxiety	Negative
distressed	ADJ	Anxiety	Negative
distress	VERB	Anxiety	Negative
distressfully	ADV	Anxiety	Negative
worryingly	ADV	Anxiety	Negative
distress	NOUN	Anxiety	Negative
trouble	NOUN	Anxiety	Negative
worry	NOUN	Anxiety	Negative
upset	ADJ	Anxiety	Negative
disturbed	ADJ	Anxiety	Negative
disquieted	ADJ	Anxiety	Negative
worried	ADJ	Anxiety	Negative
worrying	ADJ	Anxiety	Negative
distressing	ADJ	Anxiety	Negative
troubling	ADJ	Anxiety	Negative
perturbing	ADJ	Anxiety	Negative
disturbing	ADJ	Anxiety	Negative
distressful	ADJ	Anxiety	Negative
worrisome	ADJ	Anxiety	Negative
dwell	VERB	Anxiety	Negative
brood	VERB	Anxiety	Negative
worry	VERB	Anxiety	Negative
distressingly	ADV	Anxiety	Negative
painfully	ADV	Anxiety	Negative
disconcertion	NOUN	Anxiety	Negative
discomfiture	NOUN	Anxiety	Negative
discomposure	NOUN	Anxiety	Negative
disconcertment	NOUN	Anxiety	Negative
embarrassed	ADJ	Anxiety	Negative
discomfited	ADJ	Anxiety	Negative
upset	VERB	Anxiety	Negative
disconcert	VERB	Anxiety	Negative
untune	VERB	Anxiety	Negative
discompose	VERB	Anxiety	Negative
discomfit	VERB	Anxiety	Negative
insecurely	ADV	Anxiety	Negative
insecurity	NOUN	Anxiety	Negative
insecure	ADJ	Anxiety	Negative
anxiousness	NOUN	Anxiety	Negative
disquiet	NOUN	Anxiety	Negative
anxiously	ADV	Anxiety	Negative
uneasily	ADV	Anxiety	Negative
apprehensively	ADV	Anxiety	Negative
apprehensive	ADJ	Anxiety	Negative
anxious	ADJ	Anxiety	Negative
unquiet	ADJ	Anxiety	Negative
uneasy	ADJ	Anxiety	Negative
stewing	NOUN	Anxiety	Negative
tumult	NOUN	Anxiety	Negative
turmoil	NOUN	Anxiety	Negative
concerned	ADJ	Anxiety	Negative
care	NOUN	Anxiety	Negative
concern	NOUN	Anxiety	Negative
fear	NOUN	Anxiety	Negative
interest	VERB	Anxiety	Negative
occupy	VERB	Anxiety	Negative
concern	VERB	Anxiety	Negative
anxiety	NOUN	Anxiety	Negative
angst	NOUN	Anxiety	Negative
fulgurous	ADJ	Daze	Negative
dazzling	ADJ	Daze	Negative
fulgurant	ADJ	Daze	Negative
stun	VERB	Daze	Negative
daze	VERB	Daze	Negative
bedaze	VERB	Daze	Negative
stupefied	ADJ	Daze	Negative
stunned	ADJ	Daze	Negative
stupid	ADJ	Daze	Negative
dazed	ADJ	Daze	Negative
dazzlingly	ADV	Daze	Negative
stupor	NOUN	Daze	Negative
shock	NOUN	Daze	Negative
daze	NOUN	Daze	Negative
apathy	NOUN	Apathy	Neutral
apathetically	ADV	Apathy	Neutral
apathetic	ADJ	Apathy	Neutral
emotionless	ADJ	Apathy	Neutral
passionless	ADJ	Apathy	Neutral
impassivity	NOUN	Apathy	Neutral
unemotionality	NOUN	Apathy	Neutral
impassiveness	NOUN	Apathy	Neutral
emotionlessness	NOUN	Apathy	Neutral
indifference	NOUN	Apathy	Neutral
stolidity	NOUN	Apathy	Neutral
phlegm	NOUN	Apathy	Neutral
listlessness	NOUN	Apathy	Neutral
lassitude	NOUN	Apathy	Neutral
languor	NOUN	Apathy	Neutral
languid	ADJ	Apathy	Neutral
languorous	ADJ	Apathy	Neutral
dreamy	ADJ	Apathy	Neutral
lackadaisical	ADJ	Apathy	Neutral
languorously	ADV	Apathy	Neutral
unconcerned	ADJ	Unconcern	Neutral
unconcern	NOUN	Unconcern	Neutral
unconcernedly	ADV	Unconcern	Neutral
detachment	NOUN	Unconcern	Neutral
withdrawal	NOUN	Unconcern	Neutral
indifferently	ADV	Unconcern	Neutral
indifference	NOUN	Unconcern	Neutral
indifferent	ADJ	Unconcern	Neutral
apathetic	ADJ	Unconcern	Neutral
distance	VERB	Unconcern	Neutral
aloofness	NOUN	Unconcern	Neutral
distance	NOUN	Unconcern	Neutral
earnest	ADJ	Gravity	Ambiguous
heartfelt	ADJ	Gravity	Ambiguous
devout	ADJ	Gravity	Ambiguous
dear	ADJ	Gravity	Ambiguous
seriousness	NOUN	Gravity	Ambiguous
earnestness	NOUN	Gravity	Ambiguous
sincerity	NOUN	Gravity	Ambiguous
earnestly	ADV	Gravity	Ambiguous
seriously	ADV	Gravity	Ambiguous
solemnity	NOUN	Gravity	Ambiguous
gravity	NOUN	Gravity	Ambiguous
surprisedly	ADV	Surprise	Ambiguous
